e380da,2025-04-02 21:34:04,TEST,mumia,100
293538,2025-04-02 21:34:05,TEST,mumia,100
5f16eb,2025-04-02 21:34:06,TEST,mumia,100
d81a3f,2025-04-02 21:34:10,TEST,mumia,100
226068,2025-04-02 21:34:11,TEST,mumia,100
3553a6,2025-04-02 21:34:12,TEST,mumia,100
eeae4b,2025-04-02 21:34:13,TEST,mumia,100
3f8879,2025-04-02 21:34:13,TEST,mumia,100
a29acb,2025-04-02 21:34:17,BACK,mumia,
e067de,2025-04-02 21:34:20,PICK,pintando,
59f3d9,2025-04-02 21:34:22,TEST,pintando,0
8320e6,2025-04-02 21:34:40,TEST,pintando,100
ec8e54,2025-04-02 21:34:45,BACK,pintando,
2f318c,2025-04-02 21:35:10,SELF,pintando,"{c:100,a:5,s:5}"
4cab09,2025-04-02 21:35:13,PICK,mumia,
777f5a,2025-04-02 21:35:26,TEST,mumia,100
3a50f4,2025-04-02 21:36:50,BACK,mumia,
766f22,2025-04-02 21:37:00,SELF,mumia,"{c:100,a:5,s:0}"
7e25c3,2025-04-02 21:37:11,SELF,mumia,"{c:100,a:5,s:5}"
61da6a,2025-04-02 21:37:14,DOWN,fuga,
56d240,2025-04-02 21:37:24,PICK,fuga,
c71c0a,2025-04-02 21:37:59,TEST,fuga,0
4331d3,2025-04-02 21:38:53,BACK,fuga,
264b56,2025-04-02 21:39:37,PICK,fuga,
139b41,2025-04-02 21:39:38,TEST,fuga,0
62f204,2025-04-03 01:19:49,OPEN,,
30fb6e,2025-04-03 01:20:28,PICK,fuga,
0ff416,2025-04-03 01:20:30,TEST,fuga,0
213759,2025-04-03 01:28:25,TEST,fuga,0
b724cc,2025-04-03 01:28:52,TEST,fuga,0
fdb165,2025-04-03 01:28:54,TEST,fuga,0
ca0caa,2025-04-03 01:28:55,TEST,fuga,0
17e25e,2025-04-03 01:28:56,TEST,fuga,0
2fb1b1,2025-04-03 01:28:57,TEST,fuga,0
4a1a1f,2025-04-03 01:28:58,TEST,fuga,0
20bd9a,2025-04-03 01:29:46,TEST,fuga,75
e3cbb4,2025-04-03 01:32:14,BACK,fuga,
6b0379,2025-04-03 16:04:23,OPEN,,
71309a,2025-04-03 16:04:31,PICK,fuga,
fdd707,2025-04-03 16:04:38,TEST,fuga,50
c41c19,2025-04-03 16:04:39,TEST,fuga,75
7aa1b9,2025-04-03 16:15:15,TEST,fuga,50
48b3bd,2025-04-03 19:59:44,OPEN,,
5c38f9,2025-04-03 19:59:59,PICK,fuga,
99a4fc,2025-04-03 20:00:02,TEST,fuga,100
00262e,2025-04-03 20:01:19,TEST,fuga,75
10608e,2025-04-03 20:05:00,TEST,fuga,0
22ab72,2025-04-03 20:05:35,TEST,fuga,100
b2562c,2025-04-03 20:05:52,BACK,fuga,
ba3be1,2025-04-03 22:07:31,OPEN,,
0e7a1e,2025-04-03 22:08:02,SELF,fuga,"{c:100,a:5,s:5}"
9945de,2025-04-03 22:08:07,PICK,fuga,
9451c0,2025-04-03 22:08:16,TEST,fuga,75
b14523,2025-04-03 22:09:55,TEST,fuga,0
f23c56,2025-04-03 22:10:13,TEST,fuga,100
922b3e,2025-04-03 22:10:19,TEST,fuga,100
f73a0b,2025-04-03 22:10:22,BACK,fuga,
af4fee,2025-04-03 22:10:26,PICK,fuga,
eac329,2025-04-03 22:10:28,BACK,fuga,
4d1233,2025-04-03 22:11:15,SELF,fuga,"{c:100,a:5,s:5}"
e99154,2025-04-03 22:11:19,DOWN,pedra,
0ef0dd,2025-04-03 22:52:44,OPEN,,
47f613,2025-04-03 22:53:13,PICK,pedra,
d69a3f,2025-04-03 22:53:15,TEST,pedra,0
d5f6a7,2025-04-03 23:04:39,TEST,pedra,0
c542ad,2025-04-03 23:05:30,TEST,pedra,0
5196cb,2025-04-03 23:05:38,TEST,pedra,0
63fa6f,2025-04-03 23:06:04,TEST,pedra,0
ea148a,2025-04-03 23:06:16,TEST,pedra,0
d21324,2025-04-03 23:06:38,TEST,pedra,0
a68208,2025-04-03 23:07:53,TEST,pedra,0
966dfe,2025-04-03 23:09:24,TEST,pedra,0
4dea48,2025-04-03 23:12:45,TEST,pedra,0
7a7d2a,2025-04-03 23:13:44,TEST,pedra,50
137056,2025-04-03 23:14:09,TEST,pedra,50
b34ad0,2025-04-03 23:14:18,TEST,pedra,25
f27f63,2025-04-03 23:15:18,TEST,pedra,25
b14cd6,2025-04-03 23:19:13,TEST,pedra,50
b9cbe6,2025-04-03 23:21:46,TEST,pedra,25
3a1a53,2025-04-03 23:22:41,TEST,pedra,50
8221cc,2025-04-03 23:24:32,BACK,pedra,
2da757,2025-04-03 23:24:50,PICK,pedra,
d688d4,2025-04-03 23:24:52,TEST,pedra,50
2db58c,2025-04-03 23:26:19,TEST,pedra,0
960d8f,2025-04-03 23:26:35,TEST,pedra,75
b337aa,2025-04-03 23:27:43,TEST,pedra,100
998e1a,2025-04-03 23:27:59,BACK,pedra,
c092ab,2025-04-03 23:28:03,PICK,pedra,
1c50af,2025-04-03 23:28:04,TEST,pedra,100
ab47ff,2025-04-03 23:28:08,BACK,pedra,
d1f589,2025-04-03 23:28:29,PICK,pedra,
81483f,2025-04-03 23:28:31,TEST,pedra,100
47de23,2025-04-03 23:28:38,BACK,pedra,
c831c5,2025-04-03 23:29:14,SELF,pedra,"{c:100,a:5,s:5}"
507528,2025-04-03 23:31:29,DOWN,casais,
82c4d9,2025-04-03 23:44:47,OPEN,,
e7e4c8,2025-04-03 23:44:49,PICK,casais,
df803d,2025-04-03 23:44:56,TEST,casais,0
53b413,2025-04-03 23:56:33,TEST,casais,0
2acdc6,2025-04-03 23:56:56,TEST,casais,0
15b2f9,2025-04-03 23:57:21,TEST,casais,0
84b07e,2025-04-03 23:57:35,TEST,casais,0
a4e37b,2025-04-03 23:57:40,TEST,casais,0
625ecb,2025-04-03 23:58:17,TEST,casais,0
3b5230,2025-04-03 23:59:07,TEST,casais,0
519c02,2025-04-04 00:00:25,TEST,casais,0
3868c4,2025-04-04 00:01:47,TEST,casais,100
281695,2025-04-04 00:02:21,TEST,casais,0
6be4fe,2025-04-04 00:02:42,TEST,casais,100
b9c6b9,2025-04-04 00:03:16,BACK,casais,
d4fcab,2025-04-04 00:04:06,SELF,casais,"{c:100,a:5,s:5}"
1fd197,2025-04-04 00:04:27,DOWN,baruel,
17f3b5,2025-04-04 00:12:31,DOWN,gomos,
422601,2025-04-04 10:01:24,OPEN,,
99ef51,2025-04-04 10:08:09,PICK,baruel,
b46403,2025-04-04 10:08:10,TEST,baruel,0
d8c940,2025-04-04 10:13:05,FREE,baruel,
a445e5,2025-04-04 10:14:57,BACK,baruel,
78ba1e,2025-04-04 10:15:15,PICK,baruel,
78bcaa,2025-04-04 10:15:17,TEST,baruel,0
deb5d0,2025-04-04 10:15:20,TEST,baruel,0
7a5fc6,2025-04-04 10:15:21,TEST,baruel,0
6a1d19,2025-04-04 10:15:22,TEST,baruel,0
596de3,2025-04-04 10:15:23,TEST,baruel,0
32a27a,2025-04-04 10:15:25,BACK,baruel,
f7225f,2025-04-04 16:13:06,OPEN,,
7c1183,2025-04-04 16:13:11,PICK,baruel,
1a9425,2025-04-04 16:13:13,TEST,baruel,0
d97f78,2025-04-04 16:13:13,TEST,baruel,0
ed7a72,2025-04-04 16:14:47,TEST,baruel,0
ae6b9d,2025-04-04 16:15:13,TEST,baruel,0
fc8c8d,2025-04-04 16:17:28,TEST,baruel,0
85a2cc,2025-04-04 16:18:38,TEST,baruel,0
932c54,2025-04-04 16:19:12,TEST,baruel,0
ac528f,2025-04-04 16:19:32,TEST,baruel,0
427d79,2025-04-04 16:20:28,TEST,baruel,0
944d0e,2025-04-04 16:26:47,TEST,baruel,0
0ded17,2025-04-04 16:27:02,TEST,baruel,0
afb1fb,2025-04-04 16:27:34,TEST,baruel,0
d7d267,2025-04-04 16:28:13,TEST,baruel,0
0477e7,2025-04-04 16:28:41,TEST,baruel,0
783e2b,2025-04-04 16:28:55,TEST,baruel,0
79e5f3,2025-04-04 16:29:13,TEST,baruel,0
d32916,2025-04-04 16:30:39,TEST,baruel,0
b178e4,2025-04-04 16:43:09,TEST,baruel,0
cb89c3,2025-04-04 16:43:24,OPEN,,
75cc87,2025-04-04 16:43:26,PICK,baruel,
a996d0,2025-04-04 16:43:27,TEST,baruel,0
8b6e5a,2025-04-04 16:43:48,TEST,baruel,0
f227b5,2025-04-04 16:44:45,TEST,baruel,0
8ab34d,2025-04-04 16:45:30,TEST,baruel,0
944a14,2025-04-04 16:45:42,TEST,baruel,0
600165,2025-04-04 16:45:51,TEST,baruel,0
3a536b,2025-04-04 16:48:21,TEST,baruel,0
932ff9,2025-04-04 16:48:28,TEST,baruel,0
56b2c1,2025-04-04 16:50:10,TEST,baruel,0
0fe08d,2025-04-04 16:50:38,TEST,baruel,0
1e4772,2025-04-04 16:50:39,TEST,baruel,0
0cb42d,2025-04-04 16:50:40,TEST,baruel,0
43034d,2025-04-04 16:52:23,BACK,baruel,
e54cb7,2025-04-04 16:52:38,PICK,gomos,
5444ac,2025-04-04 16:52:39,TEST,gomos,0
1b71fa,2025-04-04 16:52:40,TEST,gomos,0
01858e,2025-04-04 16:52:42,BACK,gomos,
c8f249,2025-04-04 16:52:55,PICK,baruel,
99eca7,2025-04-04 16:52:55,TEST,baruel,0
e55ef6,2025-04-04 16:52:58,TEST,baruel,0
15cfe0,2025-04-04 16:52:59,TEST,baruel,0
56f792,2025-04-04 16:53:00,TEST,baruel,0
e4c0fc,2025-04-04 16:53:00,TEST,baruel,0
afc388,2025-04-04 16:53:48,TEST,baruel,0
a744e2,2025-04-04 16:59:02,TEST,baruel,0
d50474,2025-04-04 16:59:39,TEST,baruel,0
261c29,2025-04-04 17:01:20,TEST,baruel,0
86cfdc,2025-04-04 17:01:35,TEST,baruel,0
d5b78b,2025-04-04 17:03:49,TEST,baruel,0
815f6d,2025-04-04 17:12:44,BACK,baruel,
17e8dc,2025-04-05 13:28:40,OPEN,,
7029fb,2025-04-05 13:28:41,PICK,baruel,
0387b1,2025-04-05 13:28:43,TEST,baruel,0
38580e,2025-04-05 13:28:43,TEST,baruel,0
52f71c,2025-04-05 13:32:01,TEST,baruel,0
4e4db9,2025-04-05 13:36:15,TEST,baruel,0
2f093a,2025-04-05 13:38:37,TEST,baruel,0
cfdd82,2025-04-05 13:40:59,TEST,baruel,0
f2db2d,2025-04-05 13:41:09,TEST,baruel,0
0f8650,2025-04-05 13:41:21,TEST,baruel,0
75f2f4,2025-04-05 13:42:13,TEST,baruel,25
a75be7,2025-04-05 13:42:16,BACK,baruel,
30238b,2025-04-05 13:42:21,PICK,baruel,
69a5d2,2025-04-05 13:42:23,TEST,baruel,25
ae2a5b,2025-04-05 13:45:45,TEST,baruel,25
1c644a,2025-04-05 13:46:07,TEST,baruel,25
04db0a,2025-04-05 13:46:38,TEST,baruel,25
877029,2025-04-05 13:46:49,TEST,baruel,0
f8b7aa,2025-04-05 13:46:55,TEST,baruel,50
2faa1d,2025-04-05 13:47:06,TEST,baruel,25
853d39,2025-04-05 13:47:15,TEST,baruel,100
b7dedf,2025-04-05 13:47:22,TEST,baruel,100
8d42c0,2025-04-05 13:47:24,BACK,baruel,
4a1d6f,2025-04-05 13:47:34,PICK,baruel,
b16a07,2025-04-05 13:47:36,BACK,baruel,
f51ec5,2025-04-05 13:47:45,SELF,baruel,"{c:100,a:5,s:5}"
86277a,2025-04-05 13:49:16,PICK,gomos,
8fe109,2025-04-05 13:49:17,TEST,gomos,0
a28da9,2025-04-05 13:49:25,BACK,gomos,
8eb850,2025-04-05 13:53:47,PICK,gomos,
e24232,2025-04-05 13:53:47,TEST,gomos,0
bd286d,2025-04-05 14:23:49,BACK,gomos,
ebbebf,2025-04-05 16:39:19,OPEN,,
06eeff,2025-04-05 16:39:20,PICK,gomos,
edb3de,2025-04-05 16:39:22,TEST,gomos,0
5493c7,2025-04-05 16:50:07,TEST,gomos,0
f7b766,2025-04-05 17:03:18,TEST,gomos,0
6521fe,2025-04-05 17:03:20,TEST,gomos,0
5f96e5,2025-04-05 17:03:20,TEST,gomos,0
b67b02,2025-04-05 17:03:22,TEST,gomos,0
3328b8,2025-04-05 17:03:24,TEST,gomos,0
b91c40,2025-04-05 17:03:25,TEST,gomos,0
15bc55,2025-04-05 17:03:26,TEST,gomos,0
58abed,2025-04-05 17:03:27,TEST,gomos,0
91c460,2025-04-05 17:06:10,TEST,gomos,0
44bf5e,2025-04-05 17:08:04,TEST,gomos,0
43f08e,2025-04-05 17:08:27,TEST,gomos,0
d7e1f1,2025-04-05 17:08:49,TEST,gomos,0
04d4c4,2025-04-05 17:09:07,TEST,gomos,0
d68b9d,2025-04-05 17:19:18,TEST,gomos,33
cfca38,2025-04-05 17:22:08,TEST,gomos,50
0dea62,2025-04-05 17:23:06,TEST,gomos,83
4632ad,2025-04-05 17:23:23,TEST,gomos,100
96ae7c,2025-04-05 17:25:07,BACK,gomos,
9a1c48,2025-04-05 17:25:19,SELF,gomos,"{c:100,a:5,s:5}"
695dcd,2025-04-05 20:19:06,OPEN,,
5c3223,2025-04-05 20:19:19,PICK,pedra,
9ccfe2,2025-04-05 20:19:21,TEST,pedra,100
37dced,2025-04-05 20:20:02,BACK,pedra,
dc6671,2025-04-05 20:20:34,PICK,gomos,
56a99e,2025-04-05 20:20:36,TEST,gomos,100
3af7d2,2025-04-05 20:20:39,BACK,gomos,
8a88ce,2025-04-05 20:20:43,PICK,casais,
1402b3,2025-04-05 20:20:44,TEST,casais,100
a685e9,2025-04-05 20:20:46,BACK,casais,
556303,2025-04-05 20:20:48,PICK,pedra,
176b52,2025-04-05 20:20:49,TEST,pedra,100
e3ebfe,2025-04-05 20:20:51,BACK,pedra,
fa7697,2025-04-05 20:20:54,PICK,fuga,
db3f17,2025-04-05 20:20:55,BACK,fuga,
504ea5,2025-04-05 20:20:56,PICK,fuga,
3e720c,2025-04-05 20:20:57,TEST,fuga,100
b590ab,2025-04-05 20:20:58,BACK,fuga,
2c29a3,2025-04-05 20:21:02,PICK,mumia,
6d8f8e,2025-04-05 20:21:03,TEST,mumia,100
f1ce76,2025-04-05 20:21:03,BACK,mumia,
6a938e,2025-04-05 20:21:06,PICK,pintando,
ade511,2025-04-05 20:21:07,TEST,pintando,100
abbfd1,2025-04-05 20:21:10,BACK,pintando,
75dea0,2025-04-05 20:35:35,PICK,baruel,
785afe,2025-04-05 20:35:37,TEST,baruel,100
bb8471,2025-04-05 20:36:46,BACK,baruel,
